,prompt,response
81,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with If I buy 80 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with If I buy 80 ursselabs [/INST]  If I buy 80 ursselabs and 70 blue uselabs, how many do I need? </s>"" > </s>""  If I buy 80 ursselabs and 70 blue uselabs, how many do I need? How many blue uselabs do I need if they each equal 28 bucks? </s>"" If I buy 6 blue uselabs and 25 Uselab pens and 4 pens that cost 25 bucks each, how many do I need? </s>"" </s>"" > </s>"" How many bags does it take to get 27 bags if I buy 6 bags? </s>"" </s>"" </s>"" How many bags does it take to get 27 bags if I buy 6 bags? </s>"" </s>"" How many bags does it take to get 27"
82,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Evelyn starts with 63 bottle ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Evelyn starts with 63 bottle [/INST]  Evelyn starts with 63 bottle  Evelyn gives to 6 other friends. How many bottle does Evelyn end up with? </s>"" > </s>"" > </s>""  Evelyn starts with 63 bottle  Evelyn gives to 6 other friends. How many bottle does Evelyn end up with? How many bottle does Evelyn end up with? If there are 7 total friends then how many did Evelyn end up with in total? </s>"" > </s>"" </s>""  Evelyn starts with 63 bottle and 6 other friends. How many bottle does Evelyn end up with afterward? </s>"" </s>"" </s>"" </s>"" How many bottle does Evelyn end up with afterward? How many bottles are there in total? </s>"" </s>"" </s>"" How many"
83,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with 6522 liters of oil, minus 5165 liters of ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with 6522 liters of oil, minus 5165 liters of  [/INST]  6522 liters of oil, minus 5165 liters of  ichinois or iron. If there are 12 tanks, how many tanks of oil are there? </s>""  </s>""  6522 liters of oil, minus 5165 liters of ichinois or iron. If there are 12 tanks, how many tanks of oil are there? How many tanks of iron are there? If there is no tank of iron, how many tanks of iron are there? How many tanks of iron are there? </s>"" </s>"" How many liters of oil are there in 25 liters of ichinois or iron, in 500 ml of gasoline? </s>"" </s>"" </s>"" How many liters of oil are there in 25 lit"
84,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used 三 LIGHTNING cookies [/INST]  Dina made cookies and she used 三 LIGHTNING cookies and she used 7 packets of flour and 1 packet of sugar. How much more flour than sugar did Dina use? </s>"" > </s>"" >  Dina made cookies and she used 7 packets of flour and 1 packet of sugar. How much more flour than sugar did Dina use? If she used 8 packets of flour and 4 packets of sugar, how much more total could be used than the teaspoons of sugar? </s>"" > how much more flour than sugar did Dina use? If she used 8 packets of flour and 4 packets of sugar, how much more total could be used than the teaspoons of sugar? </s>"" > </s>"" How much more flour than sugar did Dina use?"
85,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The school cafeteria had 38 apples. If ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The school cafeteria had 38 apples. If  [/INST]  The school cafeteria had 38 apples. If each person had 8 apples, how many jars would they have to fill? </s>""  The math word problem starts with 1 jar would fit in with 7 people. How many jars would they need to fill? </s>"" </s>"" </s>"" > </s>"" > </s>""  The school cafeteria had 38 apples. If each person had 8 apples, how many jars would they have to fill? How many jars would they need to fill for 1 person? </s>"" How many jars would they need to fill if there were 6 people? </s>"" How much would the amount of apples total amount of jars needed to fill the classroom if 8 people total? </s>"" </s>"" </s>"" How many apples total amount of jars needed to"
86,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Maria had 14 bottles of water ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Maria had 14 bottles of water  [/INST]  Maria had 14 bottles of water in her bag and her friend gave her ten more. How many bottles does Mary have now? </s>""  Maria had 14 bottles of water in her bag and her friend gave her ten more. How many bottles does Mary have now? What is her total number of bottles? </s>"" </s>"" How many bottles does Mary have now? What is her total number of bottles? </s>"" </s>"" How many bottles does Mary have now? What is her total number of bottles? </s>"" </s>"" How many bottles does Mary have now? What is her total number of bottles? </s>"" </s>"" How many bottles does Mary have now? What is her total number of bottles? </s>"" </s>"" How many bottles does Mary have now? What"
87,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Betty bought 88 bracelets, each of ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Betty bought 88 bracelets, each of  [/INST]  Betty bought 88 bracelets, each of which is 8 inches tall. If each bracelet is 6 inches below the other, how tall are they together? </s>"" > </s>"" > </s>"" How many bracelets are there in all? </s>"" > </s>"" How many bracelets are there in all? </s>"" </s>"" How many bracelets are there in all? </s>"" How many bracelets are there in all? </s>"" </s>"" How many bracelets are there in all? </s>"" </s>"" How many bracelets are there in all? </s>"" </s>"" How many bracelets are there in all? </s>"" </s>"" How many bracelets are there in all? </s>"" </s>"" How many brace"
88,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Marie starts with 95 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Marie starts with 95 ursine [/INST]  Marie starts with 95 ursine bottles. She gives 9 to Mary. How many bottles does Marie end with? </s>"" > </s>"" > </s>"", sentences are collected into English language and the word problem is solved using 5 buttons. How many buttons does Marie end up with? </s>"" > </s>"" >

RAW Paste Data


How many buttons does Mary end up with? </s>"", sentences are collected into English language and the word problem is solved using 5 buttons. How many buttons does Marie end up with? </s>"", sentences are collected into English language and the word problem is solved using 5 buttons. How many buttons does Marie end up with? </s>"" > </s>"", sentences are collected into English word problem and 4 buttons contain 17 keys."
89,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 40 people in a ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 40 people in a  [/INST]  There are 40 people in a room and 12 people leave. How many are in the room now? </s>""  There are 40 people in a room and 12 people leave. How many are in the room now? How many are there when the people leave? </s>"" How many people are left in the room now? </s>"" How many people are left in the room? </s>"" How many people are remaining in the room? </s>"" </s>"" How many people are remaining in the room now? </s>"" How many people are remaining in the room? </s>"" How many people are left in the room? </s>"" How many people are left in the room? </s>"" How many people are left in the room? </s>"" </s>"" How many people are left"
90,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ravi has 12 loaves of bread ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ravi has 12 loaves of bread  [/INST]  Ravi has 12 loaves of bread and Kamal has 9 loaves less than Ravi. How many loaves does Kamal have? </s>""  </s>"" How many loaves does Kamal have? </s>"" if the sum of a loaves of bread and 12 loaves of bread equals 36 loaves of bread, how many loaves of bread does Kamal have? </s>"" </s>"" > </s>"" Problem 6 problem has 16 loaves of bread and 6 loaves of bread less than Ravi. How many loaves does Ravi have? </s>"" </s>"" How many loaves does Kamal have? </s>"" </s>"" How many loaves does Ravi have? </s>""  if the sum of a loaves of bread"
91,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Pasan traveled 0.3 miles ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Pasan traveled 0.3 miles  [/INST]  Pasan traveled 0.3 miles and ran 0.4 miles. How much farther did Pasan run than walk? </s>"" > </s>"" > </s>"" > </s>"" matter


How much farther did Pasan run than walk? </s>"" > </s>"" If the math word problem starts with a sim card went into 2 pockets and 2 more pockets went into 3 pockets, how many pockets did Pasan have? </s>"" </s>"" How Many Pockets? </s>"" </s>"" How many pockets did Pasan have? </s>"" </s>"" How many pockets did Pasan have? </s>"" How many pockets did Pasan have? </s>"" How many pockets did Pasan have? </s>"" How many pockets did Pasan have? </"
92,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Aamir had 15 balls ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Aamir had 15 balls  [/INST]  Aamir had 15 balls and 3 balls missing. How many balls does Aamir have? </s>""  Aamir had 15 balls and 3 balls missing. How many balls does Aamir have? How many balls does Kavin have? </s>"" How many balls does Kavin have? </s>"" How many balls does Vimal have? How many balls does Kavin have? </s>"" </s>"" How many balls does Kavin have? How many balls does Vimal have? </s>"" </s>"" How many balls does Vimal have? How many balls does Aamir have? How many balls does Kavin have? </s>"" </s>"" How many balls does Vimal have? How many balls does Mochi have? How many balls does Kavin have?"
93,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Emiley ran 8.1111 mile ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Emiley ran 8.1111 mile  [/INST]  Emiley ran 8.1111 mile at 7 miles an hour. What is the average speed of Emiley? </s>"" > </s>"" >  Emiley ran 8.1111 mile at 7 miles an hour. What is the average speed of Emiley? If Emiley ran 40 miles an hour, how long did he walk? </s>"" > </s>"" > </s>"" > How long did Emiley walk? How far did Emiley run? </s>"" > </s>"" > </s>"" > How long did Emiley run? How far did Emiley walk? How far did Emiley walk? </s>"" > </s>"" > </s>"" How long did Emiley walk? How far did Emiley run? How far did Emiley walk? </s>"" > </"
94,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Paul bought 6 pieces of chocolate candy ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Paul bought 6 pieces of chocolate candy  [/INST]  Paul bought 6 pieces of chocolate candy and gave Nimal 4 of the pieces. How many pieces of chocolate candy does Paul have now? </s>"" > </s>"" >  Paul bought 6 pieces of chocolate candy and gave Nimal 4 of the pieces. How many pieces of chocolate candy does Paul have now? How many pieces of chocolate candy does Paul have now? </s>"" > How many pieces of chocolate candy does Paul have now? How many pieces of chocolate candy does Paul have now? </s>"" </s>"" How many pieces of chocolate candy does Paul have now? How many pieces of chocolate candy does Paul have now? </s>"" How many pieces of chocolate candy does Paul have now? How many pieces of chocolate candy does Paul have now? </s>"" How many pieces of chocolate candy does Paul"
95,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bala has 20 apples ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bala has 20 apples  [/INST]  Bala has 20 apples and Sana has 10 less apples than Bala. How much does Sana have? </s>"" </s>""  Bala has 20 apples and Sana has 10 less apples than Bala. How much does Sana have? How many apples does Bala have? </s>"" > </s>""  How many apples does Bala have? How many apples does Bala have? </s>"" </s>"" </s>"" 5.62b How many apples does Sana have? </s>"" </s>"" 6.62b How many apples does Bala have? </s>"" </s>"" 7.62b How many apples does Sana have? </s>"" </s>"" 7.62b How many apples does Bala have? </s>"" </s>"" 7.62b How"
96,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Lexie’s younger brother helped pick up all the paper clips ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Lexie’s younger brother helped pick up all the paper clips ’ his older brother picked up. How old is [sic] Lexie’s younger brother 8? </s>"" ’ if the table holds 37 chairs then how old is ▲her older brother? </s>"" </s>"" ’ If the table holds 37 chairs then how old is ▲her older brother? </s>"" </s>"" </s>"" 20 minutes later at 12:19 p.m. Lexie’s older sister found 12 chairs but the rest were empty. How old is her older sister? </s>"" </s>"" </s>"" </s>"" 26 minutes later at 10:57 p.m. Lexie’s older sister found 18 chairs but the rest were empty. How old is her older sister? </s"
97,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 65 students trying out for the ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 65 students trying out for the  [/INST]  There are 65 students trying out for the sport team and they all finished. How many students are left? </s>"", Sunil picked 30 students and gave Sara 4 of the students. How many students are left now? </s>""  There are 65 students trying out for the sport team and they all finished. How many students are left? How many students are left now? </s>"" | Feb 7, 2017 9:47 pm </s>"" How many students are left now? </s>"", Sunil picked 30 students and gave Sara 4 of the students. How many students are left now? How many students are left now? How many students are left now? </s>"" ; Sunil picked 25 students and gave Sara 4 of the students. How many students are left now? </s"
98,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sandy went to the mall to buy clothes . ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sandy went to the mall to buy clothes .  Sandy went to the mall to buy clothes. her dad bought her a sweater for $ 3. how much will she spend if her dad makes 25 dollars? </s>""  Sandy went to the mall to buy clothes. her dad bought her a sweater for $ 3. how much will she spend if her dad makes 25 dollars? her dad bought her a sweater for $ 3. how much does it cost to buy a sweater in total? </s>"" </s>"" How many dollars does Sandy have left after her dad bought it for her? </s>"" </s>"" What is the total amount of dollars she has spent on the sweater? </s>"" </s>"" How many dollars does Sandy have left after her dad bought it for her? </s>"" How much does she have left? </s>"" </s>"""
99,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Supun has 5 rupees ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Supun has 5 rupees [/INST]  Supun has 5 rupees and Venkat has 6 rupees less than Supun. How much money does Venkat have? </s>""  How much money does Venkat have? </s>"" </s>""  How much money does Venkat have? How much money does Supun have? </s>"" </s>""  How much money does Supun have? How much money does Supun have? </s>"" </s>"" How much money does Venkat have? How much money does Amal have? </s>"" </s>"" </s>"" </s>"" How much money does Amal have? How much money does Supun have? </s>"" </s>"" </s>"" How much money does Amal have? How much money does Supun have? </s>"" </s>"""
